"Longitude","Latitude","SurfT_C"
-155.1833,19.4333,294
-154.85,19.5333,298
-155.3,19.4667,298
-155.305,19.4417,298
-155.155,19.49,295
-155.2183,19.44,295
-156.0433,20.725,294
-156.0467,20.7133,295
-156.055,20.7233,294
-156.8967,21.1583,294
-155.615,20.0867,296
-159.595,22.2083,296
-159.42,22.0617,296
-156.88,21.16,295
-159.5833,22.1833,294
-157.9117,21.405,298
-157.9633,21.4667,299
-157.8325,21.46,299
-157.8325,21.46,299
-159.6133,22.1967,296
-156.833,21.1383,293
-156.8333,21.143,293
-159.5767,22.1617,294
-159.5967,22.2067,295
-157.7683,21.3667,297
-155.7833,20.2167,298
-156.0111,20.7517,295
-156.075,20.822,296
-155.565,19.7583,308
-155.55,19.7617,308
-155.45,19.75,305
-155.5333,19.75,306
-155.495,19.71,304
-155.5333,19.74,306
-156.2,20.7167,310
-156.25,20.71,298
-155.45,19.8167,304
-155.45,19.6833,302
-155.4667,19.8,304
-156.5333,20.7833,303
-155.6383,19.8367,304
-156.15,20.7333,296
-155.4667,19.8967,301
-155.495,19.71,304
-156.175,20.705,306
-155.395,19.8967,303
-156.2,20.7417,299
-156.2583,20.7167,298
-155.7883,20.1383,298
-155.395,19.6833,300
-155.4767,19.8117,303
-155.415,19.9133,300
-155.35,20.0033,295
-155.48,19.8883,301
-155.8667,19.6983,301
-155.9,19.6783,294
-155.44,19.52,307
-155.365,19.61,300
-156.2083,20.725,304
-156.225,20.7083,306
-155.475,19.7667,306
-156.23,20.75,295
-155.4617,19.8067,303
-155.2883,19.4317,301
-155.6,19.5,303
-155.4617,19.765,307
-156.245,20.614,301
-156.1,20.7417,291
-155.4433,19.585,307
-156.175,20.7233,305
-155.47,19.8283,302
-155.4533,19.7417,304
-156.1167,20.7367,290
-155.415,19.51,309
-155.415,19.51,309
-155.375,19.795,304
-156.5833,20.9,292
-155.35,19.4833,301
-155.3167,19.55,294
-155.4767,19.8117,303
-155.375,19.4833,304
-155.3483,19.465,299
-156.1367,20.7317,294
-155.4617,19.7683,307
-155.4083,19.515,308
-156.1283,20.7083,299
-156.255,20.7917,296
-156.255,20.7917,296
-156.255,20.7917,296
-156.255,20.7917,296
-155.6917,19.5,306
-156.255,20.7133,298
-155.465,19.5317,308
-156.1667,20.7167,306
-155.9033,19.7067,296
-156.1833,20.715,307
-155.3933,19.9083,301
-155.4767,19.8633,299
-155.8767,19.6767,298
-155.4667,19.825,303
-155.4767,19.8117,303
-155.6383,19.8333,304
-156.2467,20.7767,296
-156.1467,20.74,293
-155.795,19.1783,295
-155.4667,19.79,305
-156.2233,20.7383,296
-156.8617,20.7933,298
-156.8583,20.7967,298
-156.5683,20.82,302
-156.6083,20.8483,303
-156.6133,20.85,303
-156.5533,20.8383,295
-156.6017,20.85,301
-156.605,20.85,301
-156.5517,20.8217,298
-159.5233,21.9283,299
-159.6717,21.9583,303
-156.9083,20.85,301
-155.2767,19.4333,302
-156.33,20.7617,302
-159.65,22.1333,292
-159.63,22.15,294
-158.0983,21.4567,298
-156.9633,21.12,299
-159.65,22.1333,292
-159.6707,22.1067,294
-155.4917,19.6967,304
-155.5417,20.0517,298
-156.2283,20.7517,295
-155.4167,19.8967,302
-156.9183,20.835,302
-159.6583,22.0483,298
-159.6667,22.1667,297
-155.4,19.8833,304
-155.6833,19.8833,305
-155.3,19.45,297
-155.2867,19.4317,301
-155.235,19.4333,295
-156.145,20.735,293
-155.56,19.9967,299
-155.9117,19.6317,298
-155.25,19.425,301
-155.3583,19.985,296
-155.5933,19.8333,301
-155.8667,19.6933,302
-156.3467,20.65,298
-155.3067,19.44,298
-155.3,19.2867,311
-158.0917,21.4233,299
-159.6767,22,302
-155.3583,19.475,300
-159.66,22.0517,297
-158.115,21.4733,297
-155.525,19.7483,307
-156.8533,20.7967,298
-155.4667,19.73,304
-158.0933,21.39,299
-158.11,21.4867,295
-158.21,21.57,298
-155.65,19.9833,305
-159.6667,22.1133,294
-159.665,22.1,294
-158.1433,21.5067,294
-158.0983,21.4067,298
-155.275,19.325,309
-158.1433,21.5067,294
-155.385,19.4933,305
-158.1383,21.4967,294
-155.4917,19.9267,300
-155.4533,19.7367,305
-156.605,20.8433,301
-156.5189,20.8219,299
-155.375,19.4833,304
-155.3933,19.5033,307
-155.29,19.4283,305
-155.3,19.4117,308
-155.31,19.2983,309
-155.3033,19.2933,310
-155.3033,19.2933,310
-155.2417,19.3783,300
-155.3833,19.9283,300
-155.305,19.295,309
-156.2033,20.745,296
-156.2167,20.7417,296
-155.385,19.495,305
-155.865,19.69,302
-155.5933,19.8333,301
-156.2083,20.6361,302
-156.4,20.6417,301
-156.1283,20.6783,300
-155.39,19.5033,307
-155.5933,19.8333,301
